ND_ID	Category_1	Category_2	Category_3	Product_Name	grams_Pro_per_100g	grams_Fat_per_100g	grams_Cho_per_100g	Serving_Size	Date_Obtained	Control_Number	Manufacturer	Store	Package_Amount	Package_unit	Price_per_Package	Price_Per_Unit
ND00446	Dairy_and_Egg	Egg	Liquid	Crystal Farms All Whites	10.87	0.00	2.72	3 tbsp	1/24/2015	10:04 L1 P01016 5 LOT 4356F	Crystal Farms	PB	908	ml_or_g	3.99	0.0044
ND00447	Dairy_and_Egg	Egg	Liquid	Crystal Farms Better 'n Eggs Plus	10.87	0.00	2.72	3 tbsp	1/24/2015	07:30 L4 P1349 3 LOT 4334 N	Crystal Farms	PB	397	ml_or_g	2.79	0.0070
ND00445	Dairy_and_Egg	Egg	Liquid	Egg Beaters All Natural 100% Egg Whites	10.87	0.00	2.72	3 tbsp	1/24/2015	228043490A 12:10	"ConAgra Foods, Inc."	PB	454	ml_or_g	3.00	0.0066
ND00444	Dairy_and_Egg	Egg	Liquid	Egg Beaters Original	10.87	0.00	2.72	3 tbsp	1/24/2015	228043350B 21:26	"ConAgra Foods, Inc."	PB	454	ml_or_g	3.00	0.0066
ND00441	Dairy_and_Egg	Egg	Liquid	Egg Beaters Southwestern Style	8.70	0.00	2.17	3 tbsp	1/24/2015	228043230A 04:54	"ConAgra Foods, Inc."	PB	425	ml_or_g	3.00	0.0071
ND00449	Dairy_and_Egg	Egg	Liquid	Great Value 100% Liquid Egg Whites	10.87	0.00	2.72	3 tbsp	3/9/2014	228044014B 23:33	Wal-Mart Stores Inc	SW	907	ml_or_g	3.88	0.0043
ND00448	Dairy_and_Egg	Egg	Liquid	Great Value egg makers	10.87	0.00	2.72	3 tbsp	3/9/2014	228040150B 13:16	Wal-Mart Stores Inc	SW	907	ml_or_g	3.88	0.0043
ND00442	Dairy_and_Egg	Egg	Liquid	Ovosnello (Egg Whites)	11.00	0.00	0.60	100 g	3/17/2015		CASCINA ITALIA S.P.A.	I		ml_or_g		
ND00450	Dairy_and_Egg	Egg	Liquid	Parmovo Misto D'Uovo	12.00	17.00	2.00	100 g	3/17/2015		Parmovo	I		ml_or_g		
ND00443	Dairy_and_Egg	Egg	Liquid	Publix Egg Stirs	9.84	0.00	2.46	1/4 cup	3/9/2014	228040290A 12:37	Publix Super Markets Inc	PB	454	ml_or_g	2.79	0.0061
ND00451	Dairy_and_Egg	Milk	Flavored	Gustafson Farm Whole Chocolate Milk	3.33	3.33	12.50	1 cup	3/28/2014	10:06 12-500	"Sunshine State Dairy Farms, LLC"	PB	946	ml_or_g	2.85	0.0030
ND00453	Dairy_and_Egg	Milk	Flavored	"Nestle Nesquik Chocolate Milk (powder, no sugar added)"	9.09	9.09	63.64	2 tbsp	3/9/2015	43435880K 08:41	"Nestle USA, Inc. "	PB	453	ml_or_g	5.19	0.0115
ND00452	Dairy_and_Egg	Milk	Flavored	T.G. Lee TruMoo Chocolate Whole Milk	3.33	3.33	12.08	1 cup	3/13/2015	F1 12/97 17:27 RT	Dean Foods Company	SW	1890	ml_or_g	2.98	0.0016
ND00454	Dairy_and_Egg	Milk	Kefir	Lifeway Original Kefir- Plain	3.33	3.33	5.00	1 cup	12/1/2014	N/A	"Lifeway Foods, Inc"	I	960	ml		0.0000
ND00458	Dairy_and_Egg	Milk	Plain	Great Value Evaporated Milk-Vitamin D added (can)	6.67	6.67	11.67	2 tbsp	3/22/2015	500557702 06:54	Wal-Mart Stores Inc	SW	354	ml_or_g	0.94	0.0027
ND00455	Dairy_and_Egg	Milk	Plain	"Milk, whole, 3.25% milkfat, without added vitamin A and vitamin D"	3.15	3.27	4.78	1 tbsp=15g	3/23/2015	01211	USDA	I		ml_or_g	2.63	
ND00456	Dairy_and_Egg	Milk	Plain	Publix Whole Milk	3.33	3.33	5.00	1 cup	3/8/2015	PLT 12-595 16024 F1 13:38	Publix Super Markets Inc	PB	1890	ml_or_g	2.63	0.0014
ND00457	Dairy_and_Egg	Milk	Plain	T.G. Lee Whole Milk Vitamin D	3.33	3.33	5.00	1 cup	3/13/2015	F612/97 15:17 DB	"T.G. Lee Foods, LLC, Dean Foods Company"	SW	946	ml_or_g	2.68	0.0028
ND00461	Dairy_and_Egg	Milk_Substitutes	Null	"Blue Diamond Almond Breeze Almond Milk - Chocolate (unrefridgerated, box)"	0.42	1.25	9.27	1 cup	1/27/2015	4280P5F2A	Blue Diamond Growers	SW	946	ml_or_g	1.97	0.0021
ND00459	Dairy_and_Egg	Milk_Substitutes	Null	"Blue Diamond Almond Breeze Almond Milk - Original (unrefridgerated, box)"	0.42	1.04	3.49	1 cup	1/27/2015	4247P5F1A 08:52	Blue Diamond Growers	SW	946	ml_or_g	1.97	0.0021
ND00460	Dairy_and_Egg	Milk_Substitutes	Null	"Blue Diamond Almond Breeze Almond Milk - Vanilla (unrefridgerated, box)"	0.42	1.04	5.83	1 cup	1/27/2015	4278P5F1A	Blue Diamond Growers	SW	946	ml_or_g	1.97	0.0021
ND00462	Dairy_and_Egg	Milk_Substitutes	Null	Goya Coconut Milk (canned)	3.39	15.25	3.39	2 oz	1/27/2015	B2164 14332	"Goya Foods, Inc."	SW	400	ml_or_g	1.74	0.0044
ND00464	Dairy_and_Egg	Sour_Cream	Null	Breakstone's All Natural Sour Cream (Triple Churned)	3.33	20.00	3.33	2 tbsp	3/8/2015	19:58 W3 36-2158	"Kraft Foods Group, Inc."	PB	227	ml_or_g	1.39	0.0061
ND00463	Dairy_and_Egg	Sour_Cream	Null	"Cream, sour, cultured"	2.07	19.73	2.88	1 tbsp=12 g	3/23/2015	01056	USDA	I		ml_or_g	0.99	
ND00465	Dairy_and_Egg	Sour_Cream	Null	Daisy Brand Sour Cream Pure and Natural	3.33	16.67	9.17	2 tbsp	3/8/2015	2204 K043 03	Daisy Brand	PB	454	ml_or_g	2.50	0.0055
ND00466	Dairy_and_Egg	Sour_Cream	Null	Friendship All Natural Sour Cream	3.33	16.67	9.17	2 tbsp	3/8/2015	U # 36-4127	"Friendship Dairies, LLC"	PB	453	ml_or_g	2.27	0.0050
ND00467	Dairy_and_Egg	Sour_Cream	Null	Great Value All Natural Sour Cream (Grade A)	3.33	16.67	9.17	2 tbsp	3/10/2014	A# 36-4127	Wal-Mart Stores Inc	SW	680	ml_or_g	2.00	0.0029
ND00468	Dairy_and_Egg	Sour_Cream	Null	Publix Regular Sour Cream	3.33	16.67	9.17	2 tbsp	3/8/2015	11:49 N3	Publix Super Markets Inc	PB	227	ml_or_g	0.99	0.0044
ND00469	Dairy_and_Egg	Sour_Cream	Null	Winn Dixie All Natural Sour Cream	3.33	16.67	9.17	2 tbsp	3/22/2015	4A 17:39 AE23	"BI-LO, LLC"	WD	454	ml_or_g	1.99	0.0044
ND00528	Dairy_and_Egg	Yogurt	Flavored	Carrefour Yogurt alla Vaniglia- Cremoso	3.20	3.28	14.42	1 cup	3/16/2015		Carrefour	I	250	ml_or_g		0.0000
ND00526	Dairy_and_Egg	Yogurt	Flavored	Carrefour Yogurt Bianco dolce- Cremoso	3.28	3.44	12.80	1 cup	3/16/2015		Carrefour	I	250	ml_or_g		0.0000
ND00520	Dairy_and_Egg	Yogurt	Flavored	Dannon Activia Peach Yogurt 	3.54	1.33	16.81	1 container	3/8/2015	FM 05:42	The Dannon Company Inc.	PB	453	ml_or_g	2.57	0.0057
ND00519	Dairy_and_Egg	Yogurt	Flavored	Dannon Activia Strawberry Yogurt	3.54	1.33	15.93	1 container	3/8/2015	FM 20:57	The Dannon Company Inc.	PB	453	ml_or_g	2.57	0.0057
ND00521	Dairy_and_Egg	Yogurt	Flavored	Dannon Activia Vanilla Yogurt	3.54	1.33	16.81	1 container	3/8/2015	PLT 39-135 MT	The Dannon Company Inc.	PB	1356	ml_or_g	4.99	0.0037
ND00522	Dairy_and_Egg	Yogurt	Flavored	Dannon All Natural Vanilla Lowfat Yogurt	4.44	1.33	15.11	1 cup 	3/8/2015	PLT 39-135 MG	The Dannon Company Inc.	PB	907	ml_or_g	3.00	0.0033
ND00517	Dairy_and_Egg	Yogurt	Flavored	Dannon Fruit on the Bottom Blueberry Yogurt	3.53	0.88	15.88	1 container	1/20/2014	MM 18:24	The Dannon Company Inc.	WD	170	ml_or_g	0.75	0.0044
ND00518	Dairy_and_Egg	Yogurt	Flavored	Dannon Fruit on the Bottom Strawberry Yogurt	3.53	0.88	15.88	1 container	1/20/2014	MM 09:16	The Dannon Company Inc.	WD	170	ml_or_g	0.75	0.0044
ND00474	Dairy_and_Egg	Yogurt	Flavored	Dannon Light and Fit Banana	2.94	0.00	8.82	1 container	3/22/2015	WE 07:19	The Dannon Company Inc.	WD	170	ml_or_g	0.65	0.0038
ND00475	Dairy_and_Egg	Yogurt	Flavored	Dannon Light and Fit Blueberry	2.94	0.00	8.82	1 container	3/8/2015	WE 10:30	The Dannon Company Inc.	PB	170	ml_or_g	0.50	0.0029
ND00471	Dairy_and_Egg	Yogurt	Flavored	Dannon Light and Fit Carb and Sugar Control Strawberries 'n Cream 	4.42	1.33	2.65	1 container 	1/13/2014	MT 01:50	The Dannon Company Inc.	PB	113	ml_or_g	2.79	0.0247
ND00470	Dairy_and_Egg	Yogurt	Flavored	Dannon Light and Fit Carb and Sugar Control Vanilla Cream	4.42	1.33	2.65	1 container 	3/8/2015	MT 08:33	The Dannon Company Inc.	PB	453	ml_or_g	3.00	0.0066
ND00476	Dairy_and_Egg	Yogurt	Flavored	Dannon Light and Fit Cherry	2.94	0.00	8.82	1 container 	1/13/2014	EX 23:33	The Dannon Company Inc.	PB	170	ml_or_g	2.19	0.0129
ND00477	Dairy_and_Egg	Yogurt	Flavored	Dannon Light and Fit Peach	2.94	0.00	8.82	1 container	3/8/2015	WE 01:07	The Dannon Company Inc.	PB	170	ml_or_g	0.50	0.0029
ND00478	Dairy_and_Egg	Yogurt	Flavored	Dannon Light and Fit Pineapple Coconut	2.94	0.00	8.82	1 container	1/19/2014	MC 13:22	The Dannon Company Inc.	PB	680	ml_or_g	2.19	0.0032
ND00479	Dairy_and_Egg	Yogurt	Flavored	Dannon Light and Fit Strawberry	2.94	0.00	8.82	1 container	3/8/2015	MD 13 34	The Dannon Company Inc.	PB	170	ml_or_g	0.50	0.0029
ND00480	Dairy_and_Egg	Yogurt	Flavored	Dannon Light and Fit Strawberry Banana	2.94	0.00	8.82	1 container 	3/22/2015	MD 02 55	The Dannon Company Inc.	WD	170	ml_or_g	2.29	0.0135
ND00481	Dairy_and_Egg	Yogurt	Flavored	Dannon Light and Fit Strawberry Cheesecake	2.94	0.00	8.82	1 container 	3/22/2015	MD 18 50	The Dannon Company Inc.	WD	680	ml_or_g	2.29	0.0034
ND00482	Dairy_and_Egg	Yogurt	Flavored	Dannon Light and Fit Toasted Coconut Vanilla	2.94	0.00	8.82	1 container 	1/13/2014	WE 08:04	The Dannon Company Inc.	PB	170	ml_or_g	2.19	0.0129
ND00483	Dairy_and_Egg	Yogurt	Flavored	Dannon Light and Fit Vanilla	2.94	0.00	8.82	1 container	3/8/2015	MD 21 52	The Dannon Company Inc.	PB	170	ml_or_g	0.50	0.0029
ND00525	Dairy_and_Egg	Yogurt	Flavored	Dannon Low Fat Coffee Yogurt	4.71	1.47	15.51	1 container	3/8/2015	MJ 12 51	The Dannon Company Inc.	PB	170	ml_or_g	0.50	0.0029
ND00516	Dairy_and_Egg	Yogurt	Flavored	Granarolo Yogurt Cremoso	2.40	2.88	10.72	125 g	3/13/2015		Granarolo	I	250	ml_or_g		0.0000
ND00524	Dairy_and_Egg	Yogurt	Flavored	Muller Bianco Crema di Yogurt	4.70	3.20	11.60	100 g	3/13/2015		Muller	I	500	ml_or_g		0.0000
ND00508	Dairy_and_Egg	Yogurt	Flavored	Publix Fat Free Light Black Forest Cake Yogurt	4.12	0.00	12.06	1 container 	1/16/2014	14:19 V3	Publix Super Markets Inc	PB	170	ml_or_g	0.50	0.0029
ND00497	Dairy_and_Egg	Yogurt	Flavored	Publix Fat Free Light Blackberry Yogurt 	4.12	0.00	10.59	1 container 	3/8/2015	00:53 V2	Publix Super Markets Inc	PB	170	ml_or_g	0.40	0.0024
ND00509	Dairy_and_Egg	Yogurt	Flavored	Publix Fat Free Light Blueberry Pomegranate Yogurt	4.12	0.00	12.06	1 container	3/9/2014	21:54 T2	Publix Super Markets Inc	PB	170	ml_or_g	0.50	0.0029
ND00498	Dairy_and_Egg	Yogurt	Flavored	Publix Fat Free Light Blueberry Yogurt 	4.12	0.00	10.59	1 container	3/8/2015	10:28 T3	Publix Super Markets Inc	PB	170	ml_or_g	0.40	0.0024
ND00484	Dairy_and_Egg	Yogurt	Flavored	Publix Fat Free Light Cappuccino Yogurt	4.12	0.00	9.12	1 container 	3/9/2014	16:32 V3	Publix Super Markets Inc	PB	170	ml_or_g	0.50	0.0029
ND00511	Dairy_and_Egg	Yogurt	Flavored	Publix Fat Free Light Cherry Vanilla Yogurt	4.12	0.00	12.06	1 container	1/27/2015	11:33 T 2	Publix Super Markets Inc	PB	170	ml_or_g	0.50	0.0029
ND00510	Dairy_and_Egg	Yogurt	Flavored	Publix Fat Free Light Cherry Yogurt	4.12	0.00	12.06	1 container	3/8/2015	15:08 U3 	Publix Super Markets Inc	PB	170	ml_or_g	0.40	0.0024
ND00499	Dairy_and_Egg	Yogurt	Flavored	Publix Fat Free Light Cinnamon Bun Yogurt	4.12	0.00	10.59	1 container	3/9/2014	17:56 T2	Publix Super Markets Inc	PB	170	ml_or_g	0.50	0.0029
ND00500	Dairy_and_Egg	Yogurt	Flavored	Publix Fat Free Light Key Lime Pie Yogurt	4.12	0.00	10.59	1 container	3/8/2015	00:27 T2	Publix Super Markets Inc	PB	170	ml_or_g	0.40	0.0024
ND00501	Dairy_and_Egg	Yogurt	Flavored	Publix Fat Free Light Lemon Chiffon Yogurt	4.12	0.00	10.59	1 container	3/8/2015	15:39 T3	Publix Super Markets Inc	PB	170	ml_or_g	0.40	0.0024
ND00515	Dairy_and_Egg	Yogurt	Flavored	Publix Fat Free Light Mandarin Orange Yogurt	4.12	0.00	13.53	1 container	3/8/2015	21:39 T2	Publix Super Markets Inc	PB	170	ml_or_g	0.40	0.0024
ND00512	Dairy_and_Egg	Yogurt	Flavored	Publix Fat Free Light Peach Mango Passion Fruit Yogurt	4.12	0.00	12.06	1 container	3/21/2014	22:22 T2	Publix Super Markets Inc	PB	170	ml_or_g	0.50	0.0029
ND00502	Dairy_and_Egg	Yogurt	Flavored	Publix Fat Free Light Peach Yogurt	4.12	0.00	10.59	1 container 	3/8/2015	20:21 U2	Publix Super Markets Inc	PB	170	ml_or_g	0.40	0.0024
ND00503	Dairy_and_Egg	Yogurt	Flavored	Publix Fat Free Light Raspberry Yogurt	4.12	0.00	10.59	1 container	3/9/2015	10:58 V2	Publix Super Markets Inc	PB	170	ml_or_g	0.40	0.0024
ND00513	Dairy_and_Egg	Yogurt	Flavored	Publix Fat Free Light Strawberry Banana Yogurt	4.12	0.00	12.06	1 container	3/8/2015	22:01 T2	Publix Super Markets Inc	PB	170	ml_or_g	0.40	0.0024
ND00514	Dairy_and_Egg	Yogurt	Flavored	Publix Fat Free Light Strawberry Yogurt	4.12	0.00	12.06	1 container	3/8/2015	09:38 T2	Publix Super Markets Inc	PB	170	ml_or_g	0.40	0.0024
ND00504	Dairy_and_Egg	Yogurt	Flavored	Publix Fat Free Light Vanilla Yogurt	4.12	0.00	10.59	1 container	3/8/2015	00:26 U2	Publix Super Markets Inc	PB	170	ml_or_g	0.40	0.0024
ND00505	Dairy_and_Egg	Yogurt	Flavored	Publix Fat Free Light Wildberry Crumb Cake Yogurt	4.12	0.00	10.59	1 container	3/21/2014	11:11 T2	Publix Super Markets Inc	PB	170	ml_or_g	0.50	0.0029
ND00531	Dairy_and_Egg	Yogurt	Flavored	Publix Fruit on the Bottom Banana Lowfat Yogurt	3.53	1.18	21.76	1 container	3/8/2015	09:06 T2	Publix Super Markets Inc	PB	170	ml_or_g	0.40	0.0024
ND00533	Dairy_and_Egg	Yogurt	Flavored	Publix Fruit on the Bottom Black Cherry Lowfat Yogurt	4.12	1.18	21.76	1 container	3/8/2015	12:44 T3	Publix Super Markets Inc	PB	170	ml_or_g	0.40	0.0024
ND00532	Dairy_and_Egg	Yogurt	Flavored	Publix Fruit on the Bottom Blackberry Lowfat Yogurt	4.12	1.18	21.18	1 container	3/8/2015	15:43 T2	Publix Super Markets Inc	PB	170	ml_or_g	0.40	0.0024
ND00534	Dairy_and_Egg	Yogurt	Flavored	Publix Fruit on the Bottom Blueberry Lowfat Yogurt	4.12	1.18	22.94	1 container	3/8/2015	21:28 U2	Publix Super Markets Inc	PB	170	ml_or_g	0.40	0.0024
ND00530	Dairy_and_Egg	Yogurt	Flavored	Publix Fruit on the Bottom Cherry Pomegrante Lowfat Yogurt	4.12	1.18	21.18	1 container	2/18/2014	11:46 V2	Publix Super Markets Inc	PB	170	ml_or_g	0.50	0.0029
ND00535	Dairy_and_Egg	Yogurt	Flavored	Publix Fruit on the Bottom Dutch Apple Pie Lowfat Yogurt	3.53	1.18	21.76	1 container	3/8/2015	10:48 T2	Publix Super Markets Inc	PB	170	ml_or_g	0.40	0.0024
ND00536	Dairy_and_Egg	Yogurt	Flavored	Publix Fruit on the Bottom Guava Lowfat Yogurt	3.53	1.18	21.76	1 container	3/9/2014	09:14 T2	Publix Super Markets Inc	PB	170	ml_or_g	0.50	0.0029
ND00537	Dairy_and_Egg	Yogurt	Flavored	Publix Fruit on the Bottom Harvest Medley Lowfat Yogurt	4.12	1.18	22.35	1 container	2/18/2014	21:55 V2	Publix Super Markets Inc	PB	170	ml_or_g	0.50	0.0029
ND00538	Dairy_and_Egg	Yogurt	Flavored	Publix Fruit on the Bottom Mango Apricot Lowfat Yogurt	4.12	1.18	21.76	1 container	3/8/2015	19:04 T2	Publix Super Markets Inc	PB	170	ml_or_g	0.40	0.0024
ND00539	Dairy_and_Egg	Yogurt	Flavored	Publix Fruit on the Bottom Mixed Berry Lowfat Yogurt	4.12	1.18	22.35	1 container	3/22/2015	10:21 U2	Publix Super Markets Inc	PB	170	ml_or_g	0.50	0.0029
ND00540	Dairy_and_Egg	Yogurt	Flavored	Publix Fruit on the Bottom Peach Low Fat Yogurt	4.12	1.18	21.76	1 container	3/8/2015	16:25 V2	Publix Super Markets Inc	PB	170	ml_or_g	0.40	0.0024
ND00541	Dairy_and_Egg	Yogurt	Flavored	Publix Fruit on the Bottom Pineapple Lowfat Yogurt	3.53	1.18	21.76	1 container	3/9/2015	20:29 T2	Publix Super Markets Inc	PB	170	ml_or_g	0.40	0.0024
ND00545	Dairy_and_Egg	Yogurt	Flavored	Publix Fruit on the Bottom Raspberry Lowfat Yogurt	4.12	1.18	22.65	1 container	3/8/2015	19:21 U2	Publix Super Markets Inc	PB	170	ml_or_g	0.40	0.0024
ND00543	Dairy_and_Egg	Yogurt	Flavored	Publix Fruit on the Bottom Strawberry Banana Lowfat Yogurt	4.12	1.18	22.35	1 container	3/8/2015	21:49 T2	Publix Super Markets Inc	PB	170	ml_or_g	0.40	0.0024
ND00542	Dairy_and_Egg	Yogurt	Flavored	Publix Fruit on the Bottom Strawberry Lowfat Yogurt	4.12	1.18	22.35	1 container	3/8/2015	11:05 U2	Publix Super Markets Inc	PB	170	ml_or_g	0.40	0.0024
ND00547	Dairy_and_Egg	Yogurt	Flavored	Publix Fruit on the Bottom Tropical Blend Yogurt	4.12	1.18	24.71	1 container	2/18/2014	15:46 T2	Publix Super Markets Inc	PB	170	ml_or_g	0.50	0.0029
ND00546	Dairy_and_Egg	Yogurt	Flavored	Publix Lowfat Yogurt Coco Rico	3.53	1.76	21.91	1 container	1/19/2014	2:11 U3	Publix Super Markets Inc	PB	170	ml_or_g	0.50	0.0029
ND00544	Dairy_and_Egg	Yogurt	Flavored	Publix Lowfat Yogurt Manzanos Delight 	3.53	1.18	22.35	1 container	1/19/2014	19:59 U2	Publix Super Markets Inc	PB	170	ml_or_g	0.50	0.0029
ND00485	Dairy_and_Egg	Yogurt	Flavored	Publix No Sugar Added Lowfat Yogurt - Blueberry	3.53	0.59	10.00	1 container	3/8/2015	10:00 V3	Publix Super Markets Inc	PB	170	ml_or_g	0.40	0.0024
ND00486	Dairy_and_Egg	Yogurt	Flavored	Publix No Sugar Added Lowfat Yogurt - Peach	3.53	0.59	10.00	1 container	3/8/2015	13:35 V3	Publix Super Markets Inc	PB	170	ml_or_g	0.40	0.0024
ND00487	Dairy_and_Egg	Yogurt	Flavored	Publix No Sugar Added Lowfat Yogurt - Strawberry	3.53	0.29	10.00	1 container	3/8/2015	15:17 T2	Publix Super Markets Inc	PB	170	ml_or_g	0.40	0.0024
ND00488	Dairy_and_Egg	Yogurt	Flavored	Publix No Sugar Added Lowfat Yogurt - Vanilla	3.53	0.29	9.41	1 container	3/22/2015	10:08 V2	Publix Super Markets Inc	PB	170	g	0.50	0.0029
ND00472	Dairy_and_Egg	Yogurt	Flavored	SanCor Yogs Light Firme Frutilla (Light Strawberry Yogurt)	4.53	0.00	6.13	1 unit	10/22/2014	N/A	N/A	N/A		ml_or_g		
ND00473	Dairy_and_Egg	Yogurt	Flavored	SanCor Yogs Light Frutos de Bosque (Light Fruit Yogurt) 	3.20	0.00	8.30	1 cup	10/22/2014	N/A	N/A	N/A		ml_or_g		
ND00529	Dairy_and_Egg	Yogurt	Flavored	Stonyfield Organic Smooth and Creamy French Vanilla Whole Milk Yogurt	3.52	3.52	13.88	1 cup	3/9/2015	07:12	Stonyfield Farm	PB	907	ml_or_g	3.69	0.0041
ND00489	Dairy_and_Egg	Yogurt	Flavored	Winn Dixie Light Fat Free Mixed Berry Yogurt	3.53	0.00	10.00	1 container	3/22/2015	H1 16:39 AA23	"Winn Dixie Stores, Inc"	WD	170	ml_or_g	0.60	0.0035
ND00490	Dairy_and_Egg	Yogurt	Flavored	Yoplait Light Fat Free Apricot Mango	2.94	0.00	10.29	1 container 	2/18/2014	MSB-47-190 11:23	"Yoplait USA, Inc."	PB	170	ml_or_g	1.33	0.0078
ND00491	Dairy_and_Egg	Yogurt	Flavored	Yoplait Light Fat Free Blackberry	2.94	0.00	10.29	1 container 	3/13/2015	MSC-47-190 20:54	"Yoplait USA, Inc."	SW	170	ml_or_g	0.58	0.0034
ND00492	Dairy_and_Egg	Yogurt	Flavored	Yoplait Light Fat Free Key Lime	2.94	0.00	10.29	1 container 	3/8/2015	MSC-47-190 18:13	"Yoplait USA, Inc."	PB	170	ml_or_g	0.40	0.0024
ND00493	Dairy_and_Egg	Yogurt	Flavored	Yoplait Light Fat Free Red Raspberry	2.94	0.00	10.29	1 container 	2/18/2014	MSB-47-190 02:21	"Yoplait USA, Inc."	PB	170	ml_or_g	1.33	0.0078
ND00494	Dairy_and_Egg	Yogurt	Flavored	Yoplait Light Fat Free Strawberry	2.94	0.00	10.29	1 container 	3/8/2015	MSB-47-190 18:48	"Yoplait USA, Inc."	PB	170	ml_or_g	0.40	0.0024
ND00495	Dairy_and_Egg	Yogurt	Flavored	Yoplait Light Fat Free Very Cherry	2.94	0.00	10.29	1 container 	3/8/2015	MSC-47-190 19:33	"Yoplait USA, Inc."	PB	170	ml_or_g	0.40	0.0024
ND00496	Dairy_and_Egg	Yogurt	Flavored	Yoplait Light Fat Free Very Vanilla	2.94	0.00	10.29	1 container 	3/8/2015	MSB-47-190 04:21	"Yoplait USA, Inc."	PB	170	ml_or_g	0.40	0.0024
ND00506	Dairy_and_Egg	Yogurt	Flavored	"Yoplait Light Thick and Creamy Fat Free, Key Lime Pie"	2.94	0.00	12.35	1 container/6oz	6/1/2014	18082	"Yoplait USA, Inc."	SW	170	ml_or_g	0.60	0.0035
ND00507	Dairy_and_Egg	Yogurt	Flavored	"Yoplait Light Thick and Creamy Fat Free, Strawberry"	2.94	0.00	12.35	1 container 	3/22/2015	MTB 25-500 22:14	"Yoplait USA, Inc."	WD	170	g	0.75	0.0044
ND00527	Dairy_and_Egg	Yogurt	Flavored	Yoplait Original Yogurt - Pina Colada	2.94	1.18	19.41	1 container	3/9/2015	MSB-47-190 08:33	"Yoplait USA, Inc."	PB	170	ml_or_g	0.70	0.0041
ND00523	Dairy_and_Egg	Yogurt	Flavored	Yoplait Simply Go-Gurt- Portable Lowfat Yogurt- Strawberry	3.13	0.78	18.75	1 tube	3/9/2015	MT E 22:41 25-500	"Yoplait USA, Inc."	PB	510	ml_or_g	2.57	0.0050
ND00548	Dairy_and_Egg	Yogurt	Flavored	Yoplait Whips Strawberry Yogurt	4.42	2.21	22.12	1 container	3/13/2015	MSA-47-190 12:08	"Yoplait USA, Inc."	SW	113	g	0.58	0.0051
ND00581	Dairy_and_Egg	Yogurt	Greek	Cabot Greek Style Lowfat Yogurt - Vanilla Bean	7.52	1.77	15.04	1 cup	3/8/2015	G B2 CP 04:22	Cabot Creamery Cooperative	PB	907	ml_or_g	5.39	0.0059
ND00584	Dairy_and_Egg	Yogurt	Greek	Cabot Greek Style Yogurt - Plain	7.08	9.73	5.31	1 cup	3/8/2015	H CS @ 05:12	Cabot Creamery Cooperative	PB	907	ml_or_g	3.99	0.0044
ND00575	Dairy_and_Egg	Yogurt	Greek	Chobani Greek Yogurt Blueberry on the Bottom Non-fat	8.00	0.00	13.67	1 container	3/8/2015	13:20 L10 36 8216	Chobani Inc.	PB	150	ml_or_g	1.25	0.0083
ND00568	Dairy_and_Egg	Yogurt	Greek	Chobani Greek Yogurt Peach on the Bottom Non-fat	8.00	0.00	12.67	1 container	3/8/2015	16:46 L1 36 8216 H2	Chobani Inc.	PB	150	ml_or_g	1.25	0.0083
ND00577	Dairy_and_Egg	Yogurt	Greek	Chobani Greek Yogurt Pineapple on the Bottom Low-fat	7.33	2.00	11.50	1 container	3/8/2015	18:01 L3 36 8216	Chobani Inc.	PB	150	ml_or_g	1.25	0.0083
ND00566	Dairy_and_Egg	Yogurt	Greek	Chobani Greek Yogurt Plain Non-fat	10.00	0.00	5.00	1 container	3/8/2015	07:23 L11 36 8216	Chobani Inc.	PB	150	ml_or_g	1.25	0.0083
ND00569	Dairy_and_Egg	Yogurt	Greek	Chobani Greek Yogurt Pomegranate on the Bottom Non-fat	8.00	0.00	12.67	1 container	3/8/2015	17:41 L11 36 8216	Chobani Inc.	PB	150	ml_or_g	1.25	0.0083
ND00576	Dairy_and_Egg	Yogurt	Greek	Chobani Greek Yogurt Raspberry on the Bottom Non-fat	8.00	0.00	13.67	1 container	3/8/2015	12:50 L10 36 8216	Chobani Inc.	PB	150	ml_or_g	1.25	0.0083
ND00578	Dairy_and_Egg	Yogurt	Greek	Chobani Greek Yogurt Strawberry Banana on the Bottom Low-fat	7.33	2.00	13.17	1 container	3/8/2015	17:42 L11 36 8216	Chobani Inc.	PB	150	ml_or_g	1.25	0.0083
ND00570	Dairy_and_Egg	Yogurt	Greek	Chobani Greek Yogurt Strawberry on the Bottom Non-fat	8.00	0.00	12.67	1 container	3/8/2015	12:13 L11 36 8216	Chobani Inc.	PB	150	ml_or_g	1.25	0.0083
ND00567	Dairy_and_Egg	Yogurt	Greek	Chobani Greek Yogurt Vanilla Blended Non-fat	8.67	0.00	11.33	1 container	3/8/2015	10:05 L11 36 8216	Chobani Inc.	PB	150	ml_or_g	1.25	0.0083
ND00563	Dairy_and_Egg	Yogurt	Greek	Dannon Light & Fit Greek NonFat Yogurt  - Toasted Coconut Vanilla 	8.00	0.00	6.00	1 container 	3/8/2015	PS2 42-600 14:53	The Dannon Company Inc.	PB	150	ml_or_g	1.20	0.0080
ND00550	Dairy_and_Egg	Yogurt	Greek	Dannon Light & Fit Greek NonFat Yogurt - Banana Cream	8.00	0.00	6.00	1 container 	3/8/2015	MA 10:37	The Dannon Company Inc.	PB	150	ml_or_g	1.20	0.0080
